,timestamp_utc,air_temperature,precipitation,global_radiation,date,hour,min
238,2020-09-16 12:00:00+00:00,24.3,0,0,2020-09-16,12,0
239,2020-09-17 12:00:00+00:00,24.2,0,0,2020-09-17,12,0
240,2020-09-18 12:00:00+00:00,21.4,0,0,2020-09-18,12,0
241,2020-09-19 12:00:00+00:00,20.0,0,0,2020-09-19,12,0
242,2020-09-20 12:00:00+00:00,23.7,0,0,2020-09-20,12,0
243,2020-09-21 12:00:00+00:00,24.3,0,0,2020-09-21,12,0
244,2020-09-22 12:00:00+00:00,22.1,0,0,2020-09-22,12,0
245,2020-09-23 12:00:00+00:00,20.2,0,0,2020-09-23,12,0
246,2020-09-24 12:00:00+00:00,19.9,0,0,2020-09-24,12,0
247,2020-09-25 12:00:00+00:00,10.5,0,0,2020-09-25,12,0
248,2020-09-26 12:00:00+00:00,9.6,0,0,2020-09-26,12,0
249,2020-09-27 12:00:00+00:00,12.0,0,0,2020-09-27,12,0
250,2020-09-28 12:00:00+00:00,14.4,0,0,2020-09-28,12,0
251,2020-09-29 12:00:00+00:00,13.6,0,0,2020-09-29,12,0
252,2020-09-30 12:00:00+00:00,16.2,0,0,2020-09-30,12,0
253,2020-10-01 12:00:00+00:00,16.2,0,0,2020-10-01,12,0
254,2020-10-02 12:00:00+00:00,16.3,0,0,2020-10-02,12,0
255,2020-10-03 12:00:00+00:00,10.6,0,0,2020-10-03,12,0
256,2020-10-04 12:00:00+00:00,16.6,0,0,2020-10-04,12,0
257,2020-10-05 12:00:00+00:00,13.9,0,0,2020-10-05,12,0
258,2020-10-06 12:00:00+00:00,15.1,0,0,2020-10-06,12,0
259,2020-10-07 12:00:00+00:00,11.7,0,0,2020-10-07,12,0
260,2020-10-08 12:00:00+00:00,15.6,0,0,2020-10-08,12,0
261,2020-10-09 12:00:00+00:00,15.8,0,0,2020-10-09,12,0
262,2020-10-10 12:00:00+00:00,13.1,0,0,2020-10-10,12,0
263,2020-10-11 12:00:00+00:00,10.4,0,0,2020-10-11,12,0
264,2020-10-12 12:00:00+00:00,9.4,0,0,2020-10-12,12,0
265,2020-10-13 12:00:00+00:00,11.4,0,0,2020-10-13,12,0
266,2020-10-14 12:00:00+00:00,10.4,0,0,2020-10-14,12,0
267,2020-10-15 12:00:00+00:00,7.2,0,0,2020-10-15,12,0
268,2020-10-16 12:00:00+00:00,9.8,0,0,2020-10-16,12,0
269,2020-10-17 12:00:00+00:00,10.4,0,0,2020-10-17,12,0
270,2020-10-18 12:00:00+00:00,12.2,0,0,2020-10-18,12,0
271,2020-10-19 12:00:00+00:00,10.3,0,0,2020-10-19,12,0
272,2020-10-20 12:00:00+00:00,12.6,0,0,2020-10-20,12,0
273,2020-10-21 12:00:00+00:00,15.3,0,0,2020-10-21,12,0
274,2020-10-22 12:00:00+00:00,18.4,0,0,2020-10-22,12,0
275,2020-10-23 12:00:00+00:00,13.1,0,0,2020-10-23,12,0
276,2020-10-24 12:00:00+00:00,16.6,0,0,2020-10-24,12,0
277,2020-10-25 12:00:00+00:00,14.7,0,0,2020-10-25,12,0
278,2020-10-26 12:00:00+00:00,6.8,0,0,2020-10-26,12,0
279,2020-10-27 12:00:00+00:00,11.2,0,0,2020-10-27,12,0
280,2020-10-28 12:00:00+00:00,11.2,0,0,2020-10-28,12,0
281,2020-10-29 12:00:00+00:00,11.7,0,0,2020-10-29,12,0
282,2020-10-30 12:00:00+00:00,16.3,0,0,2020-10-30,12,0
283,2020-10-31 12:00:00+00:00,8.4,0,0,2020-10-31,12,0
284,2020-11-01 12:00:00+00:00,12.1,0,0,2020-11-01,12,0
285,2020-11-02 12:00:00+00:00,18.4,0,0,2020-11-02,12,0
286,2020-11-03 12:00:00+00:00,13.5,0,0,2020-11-03,12,0
287,2020-11-04 12:00:00+00:00,8.2,0,0,2020-11-04,12,0
288,2020-11-05 12:00:00+00:00,9.3,0,0,2020-11-05,12,0
289,2020-11-06 12:00:00+00:00,9.8,0,0,2020-11-06,12,0
290,2020-11-07 12:00:00+00:00,11.6,0,0,2020-11-07,12,0
291,2020-11-08 12:00:00+00:00,9.5,0,0,2020-11-08,12,0
292,2020-11-09 12:00:00+00:00,10.4,0,0,2020-11-09,12,0
293,2020-11-10 12:00:00+00:00,9.0,0,0,2020-11-10,12,0
294,2020-11-11 12:00:00+00:00,7.7,0,0,2020-11-11,12,0
295,2020-11-12 12:00:00+00:00,12.0,0,0,2020-11-12,12,0
296,2020-11-13 12:00:00+00:00,12.0,0,0,2020-11-13,12,0
297,2020-11-14 12:00:00+00:00,13.1,0,0,2020-11-14,12,0
298,2020-11-15 12:00:00+00:00,14.2,0,0,2020-11-15,12,0
299,2020-11-16 12:00:00+00:00,12.3,0,0,2020-11-16,12,0
